chrom	scaffold
unplaced	NW_021940112.1
unplaced	NW_021940113.1
unplaced	NW_021940114.1
unplaced	NW_021940115.1
unplaced	NW_021940116.1
unplaced	NW_021940117.1
unplaced	NW_021940118.1
unplaced	NW_021940119.1
unplaced	NW_021940120.1
unplaced	NW_021940123.1
unplaced	NW_021940124.1
unplaced	NW_021940125.1
unplaced	NW_021940127.1
unplaced	NW_021940128.1
unplaced	NW_021940129.1
unplaced	NW_021940130.1
unplaced	NW_021940131.1
unplaced	NW_021940132.1
unplaced	NW_021940134.1
unplaced	NW_021940135.1
unplaced	NW_021940136.1
unplaced	NW_021940137.1
unplaced	NW_021940138.1
unplaced	NW_021940142.1
unplaced	NW_021940143.1
unplaced	NW_021940144.1
unplaced	NW_021940145.1
unplaced	NW_021940146.1
unplaced	NW_021940147.1
unplaced	NW_021940148.1
unplaced	NW_021940149.1
unplaced	NW_021940150.1
unplaced	NW_021940152.1
unplaced	NW_021940155.1
unplaced	NW_021940156.1
unplaced	NW_021940157.1
unplaced	NW_021940159.1
unplaced	NW_021940160.1
unplaced	NW_021940162.1
unplaced	NW_021940163.1
unplaced	NW_021940164.1
unplaced	NW_021940165.1
unplaced	NW_021940166.1
unplaced	NW_021940167.1
unplaced	NW_021940169.1
unplaced	NW_021940170.1
unplaced	NW_021940171.1
unplaced	NW_021940172.1
unplaced	NW_021940173.1
unplaced	NW_021940175.1
unplaced	NW_021940176.1
unplaced	NW_021940177.1
unplaced	NW_021940178.1
unplaced	NW_021940179.1
unplaced	NW_021940180.1
unplaced	NW_021940181.1
unplaced	NW_021940182.1
unplaced	NW_021940183.1
unplaced	NW_021940184.1
unplaced	NW_021940185.1
unplaced	NW_021940186.1
unplaced	NW_021940188.1
unplaced	NW_021940189.1
unplaced	NW_021940190.1
unplaced	NW_021940191.1
unplaced	NW_021940192.1
unplaced	NW_021940194.1
unplaced	NW_021940195.1
unplaced	NW_021940196.1
unplaced	NW_021940197.1
unplaced	NW_021940198.1
unplaced	NW_021940200.1
unplaced	NW_021940201.1
unplaced	NW_021940202.1
unplaced	NW_021940204.1
unplaced	NW_021940206.1
unplaced	NW_021940209.1
unplaced	NW_021940210.1
unplaced	NW_021940211.1
unplaced	NW_021940212.1
unplaced	NW_021940213.1
unplaced	NW_021940214.1
unplaced	NW_021940215.1
unplaced	NW_021940216.1
unplaced	NW_021940217.1
unplaced	NW_021940219.1
unplaced	NW_021940220.1
unplaced	NW_021940221.1
unplaced	NW_021940222.1
unplaced	NW_021940223.1
unplaced	NW_021940224.1
unplaced	NW_021940225.1
unplaced	NW_021940227.1
unplaced	NW_021940229.1
unplaced	NW_021940231.1
unplaced	NW_021940233.1
unplaced	NW_021940234.1
unplaced	NW_021940235.1
unplaced	NW_021940236.1
unplaced	NW_021940238.1
unplaced	NW_021940239.1
unplaced	NW_021940240.1
unplaced	NW_021940241.1
unplaced	NW_021940242.1
unplaced	NW_021940243.1
unplaced	NW_021940244.1
unplaced	NW_021940245.1
unplaced	NW_021940246.1
unplaced	NW_021940247.1
unplaced	NW_021940248.1
unplaced	NW_021940249.1
unplaced	NW_021940250.1
unplaced	NW_021940251.1
unplaced	NW_021940253.1
unplaced	NW_021940254.1
unplaced	NW_021940255.1
unplaced	NW_021940256.1
unplaced	NW_021940257.1
unplaced	NW_021940258.1
unplaced	NW_021940259.1
unplaced	NW_021940260.1
unplaced	NW_021940261.1
unplaced	NW_021940262.1
unplaced	NW_021940263.1
unplaced	NW_021940264.1
unplaced	NW_021940266.1
unplaced	NW_021940267.1
unplaced	NW_021940268.1
unplaced	NW_021940269.1
unplaced	NW_021940270.1
unplaced	NW_021940271.1
unplaced	NW_021940272.1
unplaced	NW_021940273.1
unplaced	NW_021940274.1
unplaced	NW_021940275.1
unplaced	NW_021940276.1
unplaced	NW_021940277.1
unplaced	NW_021940278.1
unplaced	NW_021940279.1
unplaced	NW_021940281.1
unplaced	NW_021940282.1
unplaced	NW_021940283.1
unplaced	NW_021940284.1
unplaced	NW_021940286.1
unplaced	NW_021940287.1
unplaced	NW_021940288.1
unplaced	NW_021940289.1
unplaced	NW_021940290.1
unplaced	NW_021940295.1
unplaced	NW_021940296.1
unplaced	NW_021940297.1
unplaced	NW_021940298.1
unplaced	NW_021940299.1
unplaced	NW_021940301.1
unplaced	NW_021940302.1
unplaced	NW_021940304.1
unplaced	NW_021940305.1
unplaced	NW_021940306.1
unplaced	NW_021940307.1
unplaced	NW_021940308.1
unplaced	NW_021940309.1
unplaced	NW_021940310.1
unplaced	NW_021940311.1
unplaced	NW_021940312.1
unplaced	NW_021940313.1
unplaced	NW_021940314.1
unplaced	NW_021940315.1
unplaced	NW_021940316.1
unplaced	NW_021940317.1
unplaced	NW_021940318.1
unplaced	NW_021940319.1
unplaced	NW_021940321.1
unplaced	NW_021940322.1
unplaced	NW_021940323.1
unplaced	NW_021940324.1
unplaced	NW_021940325.1
unplaced	NW_021940326.1
unplaced	NW_021940327.1
unplaced	NW_021940328.1
unplaced	NW_021940329.1
unplaced	NW_021940330.1
unplaced	NW_021940331.1
unplaced	NW_021940332.1
unplaced	NW_021940333.1
unplaced	NW_021940334.1
unplaced	NW_021940335.1
unplaced	NW_021940336.1
unplaced	NW_021940338.1
unplaced	NW_021940339.1
unplaced	NW_021940340.1
unplaced	NW_021940341.1
unplaced	NW_021940342.1
unplaced	NW_021940344.1
unplaced	NW_021940345.1
unplaced	NW_021940346.1
unplaced	NW_021940347.1
unplaced	NW_021940348.1
unplaced	NW_021940349.1
unplaced	NW_021940350.1
unplaced	NW_021940351.1
unplaced	NW_021940353.1
unplaced	NW_021940354.1
unplaced	NW_021940355.1
unplaced	NW_021940356.1
unplaced	NW_021940357.1
unplaced	NW_021940358.1
unplaced	NW_021940359.1
unplaced	NW_021940360.1
unplaced	NW_021940361.1
unplaced	NW_021940362.1
unplaced	NW_021940364.1
unplaced	NW_021940365.1
unplaced	NW_021940366.1
unplaced	NW_021940368.1
unplaced	NW_021940369.1
unplaced	NW_021940370.1
unplaced	NW_021940371.1
unplaced	NW_021940372.1
unplaced	NW_021940373.1
unplaced	NW_021940374.1
unplaced	NW_021940375.1
unplaced	NW_021940376.1
unplaced	NW_021940377.1
unplaced	NW_021940378.1
unplaced	NW_021940380.1
unplaced	NW_021940381.1
unplaced	NW_021940382.1
unplaced	NW_021940383.1
unplaced	NW_021940384.1
unplaced	NW_021940385.1
unplaced	NW_021940386.1
unplaced	NW_021940387.1
unplaced	NW_021940388.1
unplaced	NW_021940389.1
unplaced	NW_021940390.1
unplaced	NW_021940391.1
unplaced	NW_021940392.1
unplaced	NW_021940393.1
unplaced	NW_021940394.1
unplaced	NW_021940396.1
unplaced	NW_021940397.1
unplaced	NW_021940398.1
unplaced	NW_021940399.1
unplaced	NW_021940400.1
unplaced	NW_021940401.1
unplaced	NW_021940402.1
unplaced	NW_021940403.1
unplaced	NW_021940404.1
unplaced	NW_021940405.1
unplaced	NW_021940406.1
unplaced	NW_021940408.1
unplaced	NW_021940410.1
unplaced	NW_021940411.1
unplaced	NW_021940412.1
unplaced	NW_021940413.1
unplaced	NW_021940414.1
unplaced	NW_021940415.1
unplaced	NW_021940416.1
unplaced	NW_021940417.1
unplaced	NW_021940418.1
unplaced	NW_021940419.1
unplaced	NW_021940420.1
unplaced	NW_021940421.1
unplaced	NW_021940422.1
unplaced	NW_021940423.1
unplaced	NW_021940424.1
unplaced	NW_021940425.1
unplaced	NW_021940426.1
unplaced	NW_021940427.1
unplaced	NW_021940428.1
unplaced	NW_021940429.1
unplaced	NW_021940430.1
unplaced	NW_021940431.1
unplaced	NW_021940432.1
unplaced	NW_021940433.1
unplaced	NW_021940434.1
unplaced	NW_021940437.1
unplaced	NW_021940439.1
unplaced	NW_021940440.1
unplaced	NW_021940441.1
unplaced	NW_021940442.1
unplaced	NW_021940443.1
unplaced	NW_021940444.1
unplaced	NW_021940445.1
unplaced	NW_021940446.1
unplaced	NW_021940447.1
unplaced	NW_021940448.1
unplaced	NW_021940451.1
unplaced	NW_021940452.1
unplaced	NW_021940453.1
unplaced	NW_021940454.1
unplaced	NW_021940455.1
unplaced	NW_021940456.1
unplaced	NW_021940457.1
unplaced	NW_021940458.1
unplaced	NW_021940459.1
unplaced	NW_021940461.1
unplaced	NW_021940462.1
unplaced	NW_021940463.1
unplaced	NW_021940464.1
unplaced	NW_021940465.1
unplaced	NW_021940466.1
unplaced	NW_021940468.1
unplaced	NW_021940469.1
unplaced	NW_021940470.1
unplaced	NW_021940471.1
unplaced	NW_021940472.1
unplaced	NW_021940475.1
unplaced	NW_021940477.1
unplaced	NW_021940479.1
unplaced	NW_021940481.1
unplaced	NW_021940482.1
unplaced	NW_021940484.1
unplaced	NW_021940486.1
unplaced	NW_021940489.1
unplaced	NW_021940490.1
unplaced	NW_021940491.1
unplaced	NW_021940492.1
unplaced	NW_021940494.1
unplaced	NW_021940495.1
unplaced	NW_021940496.1
unplaced	NW_021940499.1
unplaced	NW_021940500.1
unplaced	NW_021940501.1
unplaced	NW_021940502.1
unplaced	NW_021940503.1
unplaced	NW_021940504.1
unplaced	NW_021940505.1
unplaced	NW_021940506.1
unplaced	NW_021940507.1
unplaced	NW_021940510.1
unplaced	NW_021940511.1
unplaced	NW_021940512.1
unplaced	NW_021940513.1
unplaced	NW_021940514.1
unplaced	NW_021940516.1
unplaced	NW_021940518.1
unplaced	NW_021940519.1
unplaced	NW_021940520.1
unplaced	NW_021940524.1
unplaced	NW_021940525.1
unplaced	NW_021940527.1
unplaced	NW_021940528.1
unplaced	NW_021940529.1
unplaced	NW_021940530.1
unplaced	NW_021940531.1
unplaced	NW_021940532.1
unplaced	NW_021940533.1
unplaced	NW_021940536.1
unplaced	NW_021940537.1
unplaced	NW_021940539.1
unplaced	NW_021940540.1
unplaced	NW_021940542.1
unplaced	NW_021940543.1
unplaced	NW_021940544.1
unplaced	NW_021940546.1
unplaced	NW_021940547.1
unplaced	NW_021940548.1
unplaced	NW_021940549.1
unplaced	NW_021940550.1
unplaced	NW_021940551.1
unplaced	NW_021940552.1
unplaced	NW_021940554.1
unplaced	NW_021940556.1
unplaced	NW_021940558.1
unplaced	NW_021940559.1
unplaced	NW_021940561.1
unplaced	NW_021940562.1
unplaced	NW_021940563.1
unplaced	NW_021940564.1
unplaced	NW_021940569.1
unplaced	NW_021940570.1
unplaced	NW_021940572.1
unplaced	NW_021940573.1
unplaced	NW_021940574.1
unplaced	NW_021940575.1
unplaced	NW_021940576.1
unplaced	NW_021940577.1
unplaced	NW_021940579.1
unplaced	NW_021940580.1
unplaced	NW_021940581.1
unplaced	NW_021940582.1
unplaced	NW_021940583.1
unplaced	NW_021940586.1
unplaced	NW_021940587.1
unplaced	NW_021940588.1
unplaced	NW_021940589.1
unplaced	NW_021940591.1
unplaced	NW_021940592.1
unplaced	NW_021940594.1
unplaced	NW_021940596.1
unplaced	NW_021940598.1
unplaced	NW_021940599.1
unplaced	NW_021940600.1
unplaced	NW_021940601.1
unplaced	NW_021940605.1
unplaced	NW_021940606.1
unplaced	NW_021940607.1
unplaced	NW_021940608.1
unplaced	NW_021940609.1
unplaced	NW_021940610.1
unplaced	NW_021940611.1
unplaced	NW_021940613.1
unplaced	NW_021940614.1
unplaced	NW_021940615.1
unplaced	NW_021940616.1
unplaced	NW_021940617.1
unplaced	NW_021940618.1
unplaced	NW_021940619.1
unplaced	NW_021940622.1
unplaced	NW_021940623.1
unplaced	NW_021940624.1
unplaced	NW_021940625.1
unplaced	NW_021940626.1
unplaced	NW_021940627.1
unplaced	NW_021940630.1
unplaced	NW_021940631.1
unplaced	NW_021940632.1
unplaced	NW_021940633.1
unplaced	NW_021940634.1
unplaced	NW_021940636.1
unplaced	NW_021940638.1
unplaced	NW_021940639.1
unplaced	NW_021940642.1
unplaced	NW_021940643.1
unplaced	NW_021940646.1
unplaced	NW_021940647.1
unplaced	NW_021940648.1
unplaced	NW_021940649.1
unplaced	NW_021940650.1
unplaced	NW_021940653.1
unplaced	NW_021940655.1
unplaced	NW_021940656.1
unplaced	NW_021940657.1
unplaced	NW_021940658.1
unplaced	NW_021940659.1
unplaced	NW_021940661.1
unplaced	NW_021940662.1
unplaced	NW_021940664.1
unplaced	NW_021940667.1
unplaced	NW_021940668.1
unplaced	NW_021940669.1
unplaced	NW_021940670.1
unplaced	NW_021940673.1
unplaced	NW_021940674.1
unplaced	NW_021940675.1
unplaced	NW_021940676.1
unplaced	NW_021940678.1
unplaced	NW_021940679.1
unplaced	NW_021940680.1
unplaced	NW_021940683.1
unplaced	NW_021940684.1
unplaced	NW_021940685.1
unplaced	NW_021940686.1
unplaced	NW_021940688.1
unplaced	NW_021940689.1
unplaced	NW_021940690.1
unplaced	NW_021940691.1
unplaced	NW_021940693.1
unplaced	NW_021940694.1
unplaced	NW_021940695.1
unplaced	NW_021940697.1
unplaced	NW_021940698.1
unplaced	NW_021940699.1
unplaced	NW_021940700.1
unplaced	NW_021940701.1
unplaced	NW_021940702.1
unplaced	NW_021940703.1
unplaced	NW_021940706.1
unplaced	NW_021940707.1
unplaced	NW_021940708.1
unplaced	NW_021940710.1
unplaced	NW_021940712.1
unplaced	NW_021940713.1
unplaced	NW_021940714.1
unplaced	NW_021940715.1
unplaced	NW_021940716.1
unplaced	NW_021940717.1
unplaced	NW_021940719.1
unplaced	NW_021940720.1
unplaced	NW_021940721.1
unplaced	NW_021940722.1
unplaced	NW_021940723.1
unplaced	NW_021940725.1
unplaced	NW_021940726.1
unplaced	NW_021940727.1
unplaced	NW_021940728.1
unplaced	NW_021940730.1
unplaced	NW_021940731.1
unplaced	NW_021940732.1
unplaced	NW_021940733.1
unplaced	NW_021940734.1
unplaced	NW_021940735.1
unplaced	NW_021940736.1
unplaced	NW_021940738.1
unplaced	NW_021940739.1
unplaced	NW_021940740.1
unplaced	NW_021940741.1
unplaced	NW_021940742.1
unplaced	NW_021940743.1
unplaced	NW_021940745.1
unplaced	NW_021940746.1
unplaced	NW_021940747.1
unplaced	NW_021940748.1
unplaced	NW_021940751.1
unplaced	NW_021940752.1
unplaced	NW_021940753.1
unplaced	NW_021940755.1
unplaced	NW_021940756.1
unplaced	NW_021940758.1
unplaced	NW_021940760.1
unplaced	NW_021940762.1
unplaced	NW_021940763.1
unplaced	NW_021940765.1
unplaced	NW_021940766.1
unplaced	NW_021940767.1
unplaced	NW_021940768.1
unplaced	NW_021940769.1
unplaced	NW_021940770.1
unplaced	NW_021940772.1
unplaced	NW_021940774.1
unplaced	NW_021940775.1
unplaced	NW_021940776.1
unplaced	NW_021940777.1
unplaced	NW_021940778.1
unplaced	NW_021940779.1
unplaced	NW_021940781.1
unplaced	NW_021940782.1
unplaced	NW_021940783.1
unplaced	NW_021940784.1
unplaced	NW_021940785.1
unplaced	NW_021940787.1
unplaced	NW_021940788.1
unplaced	NW_021940790.1
unplaced	NW_021940791.1
unplaced	NW_021940792.1
unplaced	NW_021940794.1
unplaced	NW_021940795.1
unplaced	NW_021940797.1
unplaced	NW_021940798.1
unplaced	NW_021940800.1
unplaced	NW_021940801.1
unplaced	NW_021940803.1
unplaced	NW_021940804.1
unplaced	NW_021940805.1
unplaced	NW_021940806.1
unplaced	NW_021940808.1
unplaced	NW_021940809.1
unplaced	NW_021940810.1
unplaced	NW_021940811.1
unplaced	NW_021940814.1
unplaced	NW_021940815.1
unplaced	NW_021940817.1
unplaced	NW_021940819.1
unplaced	NW_021940820.1
unplaced	NW_021940821.1
unplaced	NW_021940823.1
unplaced	NW_021940825.1
unplaced	NW_021940826.1
unplaced	NW_021940827.1
unplaced	NW_021940829.1
unplaced	NW_021940830.1
unplaced	NW_021940831.1
unplaced	NW_021940832.1
unplaced	NW_021940833.1
unplaced	NW_021940834.1
unplaced	NW_021940835.1
unplaced	NW_021940837.1
unplaced	NW_021940838.1
unplaced	NW_021940839.1
unplaced	NW_021940841.1
unplaced	NW_021940842.1
unplaced	NW_021940843.1
unplaced	NW_021940844.1
unplaced	NW_021940846.1
unplaced	NW_021940847.1
unplaced	NW_021940848.1
unplaced	NW_021940849.1
unplaced	NW_021940850.1
unplaced	NW_021940852.1
unplaced	NW_021940853.1
unplaced	NW_021940855.1
unplaced	NW_021940856.1
unplaced	NW_021940858.1
unplaced	NW_021940859.1
unplaced	NW_021940860.1
unplaced	NW_021940862.1
unplaced	NW_021940865.1
unplaced	NW_021940866.1
unplaced	NW_021940868.1
unplaced	NW_021940869.1
unplaced	NW_021940870.1
unplaced	NW_021940871.1
unplaced	NW_021940874.1
unplaced	NW_021940875.1
unplaced	NW_021940876.1
unplaced	NW_021940878.1
unplaced	NW_021940879.1
unplaced	NW_021940880.1
unplaced	NW_021940881.1
unplaced	NW_021940882.1
unplaced	NW_021940883.1
unplaced	NW_021940885.1
unplaced	NW_021940886.1
unplaced	NW_021940887.1
unplaced	NW_021940888.1
unplaced	NW_021940889.1
unplaced	NW_021940891.1
unplaced	NW_021940892.1
unplaced	NW_021940893.1
unplaced	NW_021940894.1
unplaced	NW_021940895.1
unplaced	NW_021940897.1
unplaced	NW_021940898.1
unplaced	NW_021940899.1
unplaced	NW_021940902.1
unplaced	NW_021940903.1
unplaced	NW_021940904.1
unplaced	NW_021940905.1
unplaced	NW_021940907.1
unplaced	NW_021940908.1
unplaced	NW_021940909.1
unplaced	NW_021940911.1
unplaced	NW_021940913.1
unplaced	NW_021940914.1
unplaced	NW_021940915.1
